Regiao,Estado,Cidade,Latitude,Longitude,Ano,Mes,Nome_Mes,Temp_Media_Mensal,Temp_Max_Media_Mensal,Temp_Min_Media_Mensal,Maior_Temp_Max,Menor_Temp_Min,Precipitacao_Total,Dias_Quentes,Dias_Muito_Quentes,Dias_Frios,Dias_Chuva_Forte,Dias_Extremos,Amplitude_Media
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,2,Fev,26.78,32.05,21.55,35.85,19.58,214.27,28,1,0,3,4,10.51
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,3,Mar,26.09,31.22,20.91,33.57,17.97,316.61,26,0,0,3,3,10.3
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,4,Abr,24.23,29.54,19.09,31.15,16.55,193.86,12,0,0,3,3,10.45
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,5,Mai,22.25,27.61,17.02,30.49,13.66,96.79,3,0,0,1,1,10.59
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,6,Jun,21.44,26.73,16.2,29.58,12.42,30.46,0,0,0,0,0,10.53
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,7,Jul,20.78,26.08,15.68,29.47,13.64,69.2,0,0,0,0,0,10.4
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,8,Ago,20.92,26.02,15.99,29.04,11.25,141.3,0,0,0,2,2,10.03
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,9,Set,22.36,27.59,17.31,30.71,13.61,104.06,2,0,0,2,2,10.28
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,10,Out,24.12,29.31,19.13,32.62,15.14,110.99,10,0,0,2,2,10.19
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,11,Nov,25.37,30.77,20.03,34.21,17.03,204.11,20,0,0,4,4,10.74
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2013,12,Dez,26.96,32.14,21.93,35.24,19.72,389.84,31,1,0,6,7,10.21
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,1,Jan,27.42,32.58,22.4,34.93,20.58,346.23,31,0,0,5,5,10.18
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,2,Fev,27.26,32.59,22.09,34.73,18.85,347.05,27,0,0,6,6,10.5
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,3,Mar,26.0,31.27,20.88,33.24,17.97,412.92,25,0,0,7,7,10.39
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,4,Abr,24.37,29.57,19.16,32.49,17.4,300.99,11,0,0,4,4,10.41
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,5,Mai,22.09,27.21,17.0,29.56,13.81,146.48,0,0,0,2,2,10.2
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,6,Jun,21.26,26.61,16.18,29.82,12.64,49.69,0,0,0,1,1,10.43
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,7,Jul,20.51,25.58,15.64,28.24,12.44,26.49,0,0,0,0,0,9.94
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,8,Ago,20.92,25.97,16.11,27.76,13.93,93.16,0,0,0,0,0,9.86
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,9,Set,22.15,27.39,17.0,30.55,14.21,59.1,2,0,0,1,1,10.39
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,10,Out,23.93,29.24,18.77,31.81,15.82,37.24,9,0,0,0,0,10.46
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,11,Nov,25.76,31.27,20.31,33.42,18.41,136.15,24,0,0,1,1,10.96
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2014,12,Dez,27.17,32.41,22.06,35.6,19.77,226.59,30,2,0,4,6,10.36
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,1,Jan,27.32,32.53,22.26,34.85,19.26,394.85,29,0,0,7,7,10.26
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,2,Fev,26.92,32.62,21.4,35.29,19.29,401.39,28,1,0,7,8,11.22
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,3,Mar,25.7,31.06,20.57,33.53,17.36,316.22,21,0,0,6,6,10.49
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,4,Abr,24.15,29.21,19.19,31.7,16.64,175.12,9,0,0,2,2,10.02
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,5,Mai,22.51,27.61,17.53,30.23,14.84,97.47,2,0,0,1,1,10.07
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,6,Jun,21.34,26.41,16.42,28.84,13.87,64.86,0,0,0,0,0,9.98
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,7,Jul,20.84,26.27,15.51,28.47,13.32,123.08,0,0,0,1,1,10.76
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,8,Ago,21.14,26.38,16.09,29.87,13.31,125.41,0,0,0,1,1,10.29
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,9,Set,22.26,27.2,17.39,29.46,14.18,57.74,0,0,0,0,0,9.81
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,10,Out,23.9,28.96,18.88,32.15,16.41,81.53,6,0,0,1,1,10.08
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,11,Nov,25.77,30.77,20.76,33.93,18.16,113.71,20,0,0,1,1,10.01
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2015,12,Dez,27.05,32.25,22.14,34.7,18.55,450.61,31,0,0,8,8,10.11
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,1,Jan,27.67,32.96,22.55,36.29,18.88,419.05,31,2,0,6,7,10.42
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,2,Fev,27.63,32.85,22.48,36.23,19.7,414.89,28,2,0,9,11,10.37
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,3,Mar,25.42,30.64,20.4,33.09,17.28,385.04,22,0,0,7,7,10.24
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,4,Abr,24.67,30.02,19.55,32.29,16.99,119.34,16,0,0,1,1,10.47
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,5,Mai,22.58,27.67,17.7,29.53,14.89,151.89,0,0,0,3,3,9.97
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,6,Jun,21.11,26.41,16.01,29.4,13.41,90.77,0,0,0,1,1,10.4
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,7,Jul,20.3,25.42,15.12,28.27,12.32,66.18,0,0,0,0,0,10.31
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,8,Ago,21.09,26.36,15.99,30.3,13.36,81.81,1,0,0,0,0,10.37
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,9,Set,22.35,27.67,17.28,30.25,14.58,60.74,2,0,0,0,0,10.39
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,10,Out,23.98,29.36,18.68,31.85,14.84,35.23,12,0,0,0,0,10.68
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,11,Nov,26.0,31.24,20.95,34.55,17.2,104.16,24,0,0,0,0,10.29
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2016,12,Dez,26.96,32.27,21.91,35.39,17.69,276.76,28,1,0,4,5,10.36
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,1,Jan,27.31,32.5,22.33,34.63,19.57,394.48,31,0,0,8,8,10.17
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,2,Fev,27.65,32.97,22.41,35.23,20.48,245.91,28,1,0,3,4,10.56
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,3,Mar,26.07,31.36,21.09,33.33,18.06,457.09,26,0,0,6,6,10.28
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,4,Abr,24.03,29.23,18.97,31.65,15.75,134.73,9,0,0,1,1,10.26
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,5,Mai,22.43,27.61,17.38,30.86,13.8,80.1,2,0,0,0,0,10.24
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,6,Jun,21.32,26.68,16.04,28.75,13.82,81.03,0,0,0,1,1,10.63
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,7,Jul,20.53,25.58,15.61,28.09,13.55,146.6,0,0,0,2,2,9.97
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,8,Ago,21.17,26.25,16.05,28.64,12.02,35.78,0,0,0,0,0,10.21
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,9,Set,22.07,27.12,17.13,29.13,14.04,44.26,0,0,0,0,0,9.98
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,10,Out,24.02,29.31,18.88,31.92,14.75,64.31,10,0,0,0,0,10.43
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,11,Nov,25.67,31.01,20.51,33.11,16.47,132.06,23,0,0,1,1,10.5
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2017,12,Dez,27.33,32.49,22.29,34.92,18.68,416.87,31,0,0,7,7,10.2
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,1,Jan,27.57,32.47,22.79,36.06,19.78,489.92,30,1,0,11,11,9.68
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,2,Fev,26.93,32.13,21.78,35.16,19.09,377.98,25,2,0,6,8,10.35
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,3,Mar,25.91,31.26,20.76,33.12,18.02,245.97,28,0,0,3,3,10.49
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,4,Abr,24.25,29.63,18.9,32.81,14.48,194.59,12,0,0,5,5,10.72
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,5,Mai,22.64,27.92,17.5,31.73,13.72,91.09,2,0,0,1,1,10.42
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,6,Jun,21.28,26.66,16.06,28.86,12.05,61.44,0,0,0,0,0,10.59
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,7,Jul,20.73,26.02,15.68,28.16,13.45,82.8,0,0,0,1,1,10.33
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,8,Ago,20.53,25.84,15.32,28.52,11.95,47.2,0,0,0,0,0,10.52
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,9,Set,22.21,27.54,17.09,31.62,13.58,32.27,2,0,0,0,0,10.45
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,10,Out,24.1,29.43,18.9,32.3,16.44,27.52,9,0,0,0,0,10.53
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,11,Nov,25.69,31.04,20.63,34.52,18.52,116.21,24,0,0,2,2,10.41
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2018,12,Dez,26.65,31.64,21.74,34.71,18.25,379.4,25,0,0,4,4,9.91
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,1,Jan,27.47,32.86,22.1,35.99,18.78,335.97,30,2,0,5,7,10.76
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,2,Fev,27.2,32.35,22.22,36.36,19.81,323.05,28,1,0,4,5,10.12
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,3,Mar,25.8,31.03,20.75,34.44,18.57,311.92,25,0,0,5,5,10.28
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,4,Abr,24.62,29.62,19.82,32.99,17.63,169.8,9,0,0,1,1,9.8
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,5,Mai,22.67,27.93,17.58,29.97,13.18,125.27,0,0,0,2,2,10.35
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,6,Jun,20.72,26.12,15.35,28.58,13.06,71.31,0,0,0,1,1,10.77
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,7,Jul,20.71,25.81,15.61,29.34,12.11,201.78,0,0,0,2,2,10.2
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,8,Ago,21.17,26.57,15.93,29.3,13.73,62.25,0,0,0,0,0,10.65
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,9,Set,22.22,27.55,17.03,31.16,13.7,61.27,2,0,0,0,0,10.52
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,10,Out,23.81,29.17,18.7,32.44,16.43,107.42,7,0,0,2,2,10.46
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,11,Nov,25.74,31.01,20.52,34.75,18.32,92.79,24,0,0,1,1,10.49
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2019,12,Dez,26.9,32.12,21.85,33.9,19.02,306.31,29,0,0,2,2,10.27
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,1,Jan,27.56,32.63,22.49,36.3,19.6,324.08,31,2,0,5,6,10.14
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,2,Fev,27.38,32.64,22.35,35.39,19.66,322.8,29,1,0,7,7,10.3
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,3,Mar,25.84,31.08,20.66,33.84,18.41,302.14,23,0,0,4,4,10.42
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,4,Abr,24.13,29.45,18.92,31.57,14.77,181.49,10,0,0,1,1,10.53
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,5,Mai,22.48,27.66,17.53,29.87,14.91,106.36,0,0,0,1,1,10.13
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,6,Jun,21.34,26.47,16.3,30.65,14.08,82.97,1,0,0,0,0,10.17
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,7,Jul,20.62,25.81,15.6,28.23,12.49,115.8,0,0,0,2,2,10.2
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,8,Ago,21.16,26.28,16.1,28.46,14.6,124.89,0,0,0,2,2,10.18
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,9,Set,22.15,27.29,17.05,29.83,14.3,89.6,0,0,0,1,1,10.24
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,10,Out,24.1,29.37,19.02,32.21,15.61,112.61,10,0,0,0,0,10.34
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,11,Nov,26.01,31.21,21.0,34.14,17.47,184.28,22,0,0,3,3,10.21
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2020,12,Dez,26.84,32.25,21.58,35.34,19.05,252.13,28,1,0,4,5,10.67
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,1,Jan,27.73,32.89,22.56,35.72,19.47,482.39,30,2,0,6,7,10.32
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,2,Fev,27.26,32.36,22.27,34.2,18.91,306.16,27,0,0,7,7,10.08
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,3,Mar,26.1,31.19,21.02,34.05,18.54,444.23,24,0,0,6,6,10.16
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,4,Abr,24.12,29.21,19.21,32.14,16.09,93.43,6,0,0,1,1,10.0
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,5,Mai,22.47,27.69,17.39,30.44,13.83,106.43,2,0,0,1,1,10.3
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,6,Jun,21.2,26.31,16.24,30.01,13.24,92.52,1,0,0,1,1,10.07
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,7,Jul,20.67,25.98,15.57,29.28,12.72,92.26,0,0,0,0,0,10.41
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,8,Ago,20.74,26.05,15.61,28.73,12.97,49.08,0,0,0,0,0,10.44
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,9,Set,22.08,27.27,16.98,30.69,13.67,40.48,2,0,0,0,0,10.28
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,10,Out,23.84,29.14,18.73,31.4,15.4,143.39,5,0,0,1,1,10.41
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,11,Nov,25.56,31.07,20.2,33.83,17.61,256.52,24,0,0,4,4,10.87
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2021,12,Dez,26.8,32.16,21.57,35.56,19.23,375.21,29,2,0,4,6,10.59
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,1,Jan,27.94,32.98,23.04,34.83,18.79,381.63,31,0,0,5,5,9.94
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,2,Fev,27.24,32.59,22.13,34.5,18.45,419.05,27,0,0,9,9,10.46
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,3,Mar,26.0,31.26,20.78,33.45,18.01,377.96,25,0,0,5,5,10.48
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,4,Abr,24.2,29.56,19.07,32.13,16.15,156.0,15,0,0,0,0,10.49
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,5,Mai,22.8,28.19,17.56,31.19,11.9,111.42,5,0,0,1,1,10.63
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,6,Jun,21.03,26.08,16.13,28.29,13.15,69.84,0,0,0,0,0,9.95
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,7,Jul,20.63,25.91,15.45,28.46,11.94,125.79,0,0,0,2,2,10.46
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,8,Ago,20.87,26.23,15.69,30.14,11.87,101.09,1,0,0,1,1,10.54
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,9,Set,22.69,27.59,17.99,30.1,15.79,114.58,2,0,0,1,1,9.6
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,10,Out,24.07,29.29,19.05,31.62,15.99,110.49,10,0,0,1,1,10.24
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,11,Nov,25.87,30.98,20.94,34.06,18.03,96.19,20,0,0,1,1,10.04
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2022,12,Dez,27.16,32.63,21.86,35.4,19.82,361.41,29,2,0,9,11,10.78
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,1,Jan,27.99,33.36,22.84,36.56,20.61,461.11,30,4,0,7,10,10.51
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,2,Fev,27.95,33.07,22.98,35.53,20.38,372.5,28,2,0,7,9,10.08
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,3,Mar,25.84,30.98,20.76,33.8,17.95,375.19,23,0,0,6,6,10.23
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,4,Abr,24.53,29.53,19.59,32.26,16.55,134.73,13,0,0,1,1,9.94
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,5,Mai,22.38,27.65,17.22,31.23,13.69,43.28,1,0,0,0,0,10.43
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,6,Jun,21.18,26.49,16.07,29.23,12.7,106.2,0,0,0,1,1,10.42
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,7,Jul,21.01,26.3,15.94,28.56,14.14,93.19,0,0,0,1,1,10.37
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,8,Ago,21.44,26.76,16.14,30.02,13.58,100.1,1,0,0,2,2,10.62
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,9,Set,22.23,27.2,17.41,31.15,13.02,41.55,1,0,0,0,0,9.78
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,10,Out,24.04,29.32,18.93,31.56,16.46,142.3,10,0,0,2,2,10.39
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,11,Nov,25.83,30.9,20.87,33.23,18.13,148.66,24,0,0,2,2,10.03
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2023,12,Dez,27.31,32.38,22.48,34.51,19.17,245.7,31,0,0,2,2,9.9
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,1,Jan,27.74,32.89,22.59,36.47,20.04,411.79,31,1,0,6,7,10.31
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,2,Fev,27.55,32.88,22.37,35.12,18.97,381.56,29,1,0,8,9,10.51
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,3,Mar,26.02,31.27,20.88,34.05,17.59,299.87,25,0,0,5,5,10.39
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,4,Abr,24.6,29.85,19.58,31.9,17.01,65.58,16,0,0,0,0,10.27
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,5,Mai,22.55,27.73,17.54,30.01,14.57,56.01,1,0,0,0,0,10.19
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,6,Jun,21.34,26.38,16.39,30.89,13.27,46.7,1,0,0,0,0,9.99
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,7,Jul,20.71,26.19,15.38,29.21,12.39,50.51,0,0,0,0,0,10.81
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,8,Ago,21.26,26.59,15.99,28.89,13.49,74.97,0,0,0,0,0,10.6
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,9,Set,22.55,27.73,17.49,30.94,14.71,123.25,2,0,0,1,1,10.24
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,10,Out,24.27,29.47,19.2,32.34,16.48,57.95,9,0,0,0,0,10.27
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,11,Nov,25.9,31.19,20.77,33.64,16.91,193.27,25,0,0,3,3,10.42
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2024,12,Dez,27.31,32.56,22.32,35.59,18.92,394.49,29,2,0,6,8,10.24
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,1,Jan,27.52,32.77,22.37,35.18,19.55,462.34,30,1,0,8,9,10.39
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,2,Fev,27.22,32.45,22.16,36.66,19.04,327.69,26,1,0,6,7,10.3
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,3,Mar,26.14,31.38,21.04,34.15,18.19,444.01,24,0,0,9,9,10.34
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,4,Abr,24.32,29.48,19.29,34.22,16.9,212.57,11,0,0,2,2,10.19
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,5,Mai,22.71,28.07,17.4,30.46,14.75,65.46,3,0,0,0,0,10.67
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,6,Jun,21.61,26.95,16.41,29.01,14.74,61.04,0,0,0,0,0,10.53
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,7,Jul,20.36,25.74,15.17,28.68,11.11,70.61,0,0,0,0,0,10.57
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,8,Ago,21.08,26.33,16.03,29.67,12.21,117.12,0,0,0,1,1,10.3
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,9,Set,22.43,27.49,17.5,29.23,15.09,28.53,0,0,0,0,0,9.99
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,10,Out,24.19,29.15,19.38,32.31,16.11,51.14,9,0,0,0,0,9.77
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,11,Nov,26.03,31.25,21.07,33.7,18.33,180.73,24,0,0,3,3,10.18
Centro-Oeste,DF,Brasilia,-15.78,-47.93,2025,12,Dez,26.82,32.04,21.77,35.01,18.95,191.93,29,1,0,1,2,10.27
Centro-Oeste,GO,Goiania,-16.68,-49.25,2011,1,Jan,28.35,33.88,22.99,36.21,20.22,436.78,31,6,0,7,12,10.89
Centro-Oeste,GO,Goiania,-16.68,-49.25,2011,2,Fev,28.23,33.88,22.81,38.31,19.5,356.22,28,8,0,6,13,11.06
